Geography_Name,geography_level,geography_level_sort_order,parent_geography_name,geography_name_order,State,Demographic_Level,Demographic_Name,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,Month_Week_Order,Week_Ending,MMWR_Year,MMWR_Week,MMWR_Day,Month_Week,MMWRWeek_Display_Order,Month_Display_Order,Current_Season_Week_Ending_Label,Influenza_Season,Point_Estimate,CI_HalfWidth,Upper_CI,Lower_CI,n_unweighted,n_weighted,Legend_Label,Current_Through
National,National,1,National,1,National,Race/Ethnicity,"Black, Non-Hispanic",3,32,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,43.5638,1.9061,45.4699,41.6578,8303,9661430,"2020-2021, National. Race/Ethnicity: Black, Non-Hispanic",2021-06-26
National,National,1,National,1,National,Race/Ethnicity,Hispanic,3,33,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,54.4768,1.741,56.2178,52.7358,16427,18031912,"2020-2021, National. Race/Ethnicity: Hispanic",2021-06-26
National,National,1,National,1,National,Race/Ethnicity,"Other, Non-Hispanic",3,35,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,58.0012,1.8476,59.8488,56.1535,11317,7395394,"2020-2021, National. Race/Ethnicity: Other, Non-Hispanic",2021-06-26
National,National,1,National,1,National,Race/Ethnicity,All Races/Ethnicities,3,31,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,55.2991,0.7602,56.0593,54.5389,83024,70517115,"2020-2021, National. Race/Ethnicity: Overall",2021-06-26
National,National,1,National,1,National,Race/Ethnicity,"White, Non-Hispanic",3,34,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,58.3392,0.9655,59.3047,57.3736,46977,35428378,"2020-2021, National. Race/Ethnicity: White, Non-Hispanic",2021-06-26
National,National,1,National,1,National,Urbanicity,Suburban (MSA Non-Principal City),4,42,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,55.7732,0.8774,56.6507,54.8958,47566,39506694,"2020-2021, National. Urbanicity: Suburban (MSA Non-Principal City)",2021-06-26
National,National,1,National,1,National,Age,6 months-4 years,2,21,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,63.4696,1.3691,64.8387,62.1005,26487,17729828,"2020-2021, National. Age: 6 months-4 years",2021-06-26
National,National,1,National,1,National,Urbanicity,Rural (Non-MSA),4,41,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,47.8996,1.7899,49.6895,46.1097,13223,9211717,"2020-2021, National. Urbanicity: Rural (Non-MSA)",2021-06-26
National,National,1,National,1,National,Age,13-17 years,2,23,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,47.7758,1.2588,49.0345,46.517,18157,19934170,"2020-2021, National. Age: 13-17 years",2021-06-26
National,National,1,National,1,National,Age,5-12 years,2,22,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,55.271,1.074,56.3451,54.197,38109,32461205,"2020-2021, National. Age: 5-12 years",2021-06-26
National,National,1,National,1,National,Urbanicity,Urban MSA Principal City,4,43,16,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,56.2604,1.3657,57.6261,54.8948,22235,21798703,"2020-2021, National. Urbanicity: Urban MSA Principal City",2021-06-26
Alabama,State,2,National,2,Alabama,Overall,Overall,1,11,26,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,47.6206,3.962,51.5827,43.6586,960,876336,"2020-2021, Alabama. Overall: Overall",2021-06-26
Alaska,State,2,National,3,Alaska,Overall,Overall,1,11,36,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,47.5019,4.2166,51.7185,43.2853,1247,578966,"2020-2021, Alaska. Overall: Overall",2021-06-26
Arizona,State,2,National,4,Arizona,Overall,Overall,1,11,46,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,48.0031,3.7233,51.7264,44.2799,1348,5097694,"2020-2021, Arizona. Overall: Overall",2021-06-26
Arkansas,State,2,National,5,Arkansas,Overall,Overall,1,11,56,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,52.8075,3.8993,56.7068,48.9081,1672,1500316,"2020-2021, Arkansas. Overall: Overall",2021-06-26
California,State,2,National,6,California,Overall,Overall,1,11,66,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,53.2484,2.8157,56.0641,50.4327,3060,4809927,"2020-2021, California. Overall: Overall",2021-06-26
Colorado,State,2,National,7,Colorado,Overall,Overall,1,11,76,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,62.0846,4.0234,66.108,58.0612,1271,456081,"2020-2021, Colorado. Overall: Overall",2021-06-26
Connecticut,State,2,National,8,Connecticut,Overall,Overall,1,11,86,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,71.9571,4.0537,76.0108,67.9034,1505,1354359,"2020-2021, Connecticut. Overall: Overall",2021-06-26
Delaware,State,2,National,9,Delaware,Overall,Overall,1,11,96,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,56.1837,4.1887,60.3724,51.9951,1296,131904,"2020-2021, Delaware. Overall: Overall",2021-06-26
District of Columbia,State,2,National,10,District of Columbia,Overall,Overall,1,11,106,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,66.6475,3.4713,70.1188,63.1762,1963,280837,"2020-2021, District of Columbia. Overall: Overall",2021-06-26
Florida,State,2,National,11,Florida,Overall,Overall,1,11,116,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,42.5824,3.2995,45.8819,39.2829,1966,2731772,"2020-2021, Florida. Overall: Overall",2021-06-26
Georgia,State,2,National,12,Georgia,Overall,Overall,1,11,126,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,45.6776,3.5852,49.2627,42.0924,1494,2293741,"2020-2021, Georgia. Overall: Overall",2021-06-26
Guam,State,2,National,13,Guam,Overall,Overall,1,11,136,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,,,,,,,"2020-2021, Guam. Overall: Overall",2021-06-26
Hawaii,State,2,National,14,Hawaii,Overall,Overall,1,11,146,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,56.1212,4.8251,60.9463,51.2961,1296,603444,"2020-2021, Hawaii. Overall: Overall",2021-06-26
Idaho,State,2,National,15,Idaho,Overall,Overall,1,11,156,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,44.7013,4.1943,48.8956,40.5071,1084,266133,"2020-2021, Idaho. Overall: Overall",2021-06-26
Illinois,State,2,National,16,Illinois,Overall,Overall,1,11,166,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,55.1968,2.7825,57.9793,52.4143,2850,3513997,"2020-2021, Illinois. Overall: Overall",2021-06-26
City of Chicago,Local,3,Illinois,17,Illinois,Overall,Overall,1,11,176,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,55.7627,5.0629,60.8255,50.6998,1036,686467,"2020-2021, City of Chicago. Overall: Overall",2021-06-26
Indiana,State,2,National,19,Indiana,Overall,Overall,1,11,196,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,54.0647,4.0845,58.1492,49.9802,1306,1159505,"2020-2021, Indiana. Overall: Overall",2021-06-26
Iowa,State,2,National,20,Iowa,Overall,Overall,1,11,206,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,60.07,4.5573,64.6273,55.5128,997,592654,"2020-2021, Iowa. Overall: Overall",2021-06-26
Kansas,State,2,National,21,Kansas,Overall,Overall,1,11,216,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,55.6408,4.479,60.1198,51.1617,1288,320954,"2020-2021, Kansas. Overall: Overall",2021-06-26
Kentucky,State,2,National,22,Kentucky,Overall,Overall,1,11,226,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,49.0084,3.679,52.6874,45.3293,1574,1947563,"2020-2021, Kentucky. Overall: Overall",2021-06-26
Louisiana,State,2,National,23,Louisiana,Overall,Overall,1,11,236,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,48.237,3.5916,51.8286,44.6453,1746,1738100,"2020-2021, Louisiana. Overall: Overall",2021-06-26
Maine,State,2,National,24,Maine,Overall,Overall,1,11,246,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,62.2898,4.4001,66.6899,57.8898,1657,582816,"2020-2021, Maine. Overall: Overall",2021-06-26
Maryland,State,2,National,25,Maryland,Overall,Overall,1,11,256,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,67.104,3.2672,70.3712,63.8368,3283,1532060,"2020-2021, Maryland. Overall: Overall",2021-06-26
Massachusetts,State,2,National,26,Massachusetts,Overall,Overall,1,11,266,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,79.352,4.3257,83.6777,75.0263,1484,324882,"2020-2021, Massachusetts. Overall: Overall",2021-06-26
Michigan,State,2,National,27,Michigan,Overall,Overall,1,11,276,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,52.5009,4.1448,56.6457,48.3561,1433,1919031,"2020-2021, Michigan. Overall: Overall",2021-06-26
Minnesota,State,2,National,28,Minnesota,Overall,Overall,1,11,286,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,60.5373,4.4345,64.9718,56.1028,1636,889938,"2020-2021, Minnesota. Overall: Overall",2021-06-26
Mississippi,State,2,National,29,Mississippi,Overall,Overall,1,11,296,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,39.4473,3.9018,43.3491,35.5456,1573,844401,"2020-2021, Mississippi. Overall: Overall",2021-06-26
Missouri,State,2,National,30,Missouri,Overall,Overall,1,11,306,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,56.1986,3.8612,60.0598,52.3374,1874,1308177,"2020-2021, Missouri. Overall: Overall",2021-06-26
Montana,State,2,National,31,Montana,Overall,Overall,1,11,316,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,48.145,3.8753,52.0203,44.2698,944,345013,"2020-2021, Montana. Overall: Overall",2021-06-26
Nebraska,State,2,National,32,Nebraska,Overall,Overall,1,11,326,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,70.4567,5.548,76.0047,64.9087,1074,939210,"2020-2021, Nebraska. Overall: Overall",2021-06-26
Nevada,State,2,National,33,Nevada,Overall,Overall,1,11,336,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,41.0858,4.3537,45.4395,36.7321,1440,618305,"2020-2021, Nevada. Overall: Overall",2021-06-26
New Hampshire,State,2,National,34,New Hampshire,Overall,Overall,1,11,346,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,62.0365,4.2847,66.3212,57.7518,1096,92620,"2020-2021, New Hampshire. Overall: Overall",2021-06-26
New Jersey,State,2,National,35,New Jersey,Overall,Overall,1,11,356,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,66.1857,4.0162,70.2019,62.1695,1607,2247786,"2020-2021, New Jersey. Overall: Overall",2021-06-26
New Mexico,State,2,National,36,New Mexico,Overall,Overall,1,11,366,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,54.1255,4.5221,58.6476,49.6034,1338,447696,"2020-2021, New Mexico. Overall: Overall",2021-06-26
New York,State,2,National,37,New York,Overall,Overall,1,11,376,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,61.6899,3.3163,65.0061,58.3736,3188,3503497,"2020-2021, New York. Overall: Overall",2021-06-26
New York City,Local,3,New York,38,New York,Overall,Overall,1,11,386,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,62.6386,4.5447,67.1834,58.0939,1892,2061250,"2020-2021, New York City. Overall: Overall",2021-06-26
North Carolina,State,2,National,40,North Carolina,Overall,Overall,1,11,406,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,55.8066,3.9862,59.7928,51.8203,1429,1770310,"2020-2021, North Carolina. Overall: Overall",2021-06-26
North Dakota,State,2,National,41,North Dakota,Overall,Overall,1,11,416,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,62.5972,5.749,68.3462,56.8481,1034,405082,"2020-2021, North Dakota. Overall: Overall",2021-06-26
Ohio,State,2,National,42,Ohio,Overall,Overall,1,11,426,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,57.5408,4.2837,61.8245,53.2571,1445,1923799,"2020-2021, Ohio. Overall: Overall",2021-06-26
Oklahoma,State,2,National,43,Oklahoma,Overall,Overall,1,11,436,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,45.8092,3.779,49.5883,42.0302,1166,1746787,"2020-2021, Oklahoma. Overall: Overall",2021-06-26
Oregon,State,2,National,44,Oregon,Overall,Overall,1,11,446,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,53.294,4.4452,57.7392,48.8488,1248,1089541,"2020-2021, Oregon. Overall: Overall",2021-06-26
Pennsylvania,State,2,National,45,Pennsylvania,Overall,Overall,1,11,456,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,61.6449,2.4824,64.1273,59.1625,3382,2371441,"2020-2021, Pennsylvania. Overall: Overall",2021-06-26
Philadelphia County,Local,3,Pennsylvania,46,Pennsylvania,Overall,Overall,1,11,466,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,56.5421,3.8729,60.4149,52.6692,1165,897876,"2020-2021, Philadelphia County. Overall: Overall",2021-06-26
Puerto Rico,State,2,National,48,Puerto Rico,Overall,Overall,1,11,486,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,22.3282,2.6608,24.989,19.6674,2552,558473,"2020-2021, Puerto Rico. Overall: Overall",2021-06-26
Rhode Island,State,2,National,49,Rhode Island,Overall,Overall,1,11,496,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,71.5701,5.1655,76.7355,66.4046,1191,216274,"2020-2021, Rhode Island. Overall: Overall",2021-06-26
South Carolina,State,2,National,50,South Carolina,Overall,Overall,1,11,506,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,48.8905,4.0232,52.9138,44.8673,1456,779830,"2020-2021, South Carolina. Overall: Overall",2021-06-26
South Dakota,State,2,National,51,South Dakota,Overall,Overall,1,11,516,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,61.5892,5.2488,66.838,56.3403,1249,471517,"2020-2021, South Dakota. Overall: Overall",2021-06-26
Tennessee,State,2,National,52,Tennessee,Overall,Overall,1,11,526,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,53.1249,4.1951,57.32,48.9299,1388,2702252,"2020-2021, Tennessee. Overall: Overall",2021-06-26
Texas,State,2,National,53,Texas,Overall,Overall,1,11,536,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,54.489,2.6717,57.1607,51.8174,4439,4820351,"2020-2021, Texas. Overall: Overall",2021-06-26
Bexar County,Local,3,Texas,54,Texas,Overall,Overall,1,11,546,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,55.2774,3.8269,59.1043,51.4504,1141,1092729,"2020-2021, Bexar County. Overall: Overall",2021-06-26
City of Houston,Local,3,Texas,55,Texas,Overall,Overall,1,11,556,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,51.7352,4.1715,55.9066,47.5637,1005,833594,"2020-2021, City of Houston. Overall: Overall",2021-06-26
Utah,State,2,National,57,Utah,Overall,Overall,1,11,576,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,57.4875,4.3843,61.8718,53.1032,1123,1038317,"2020-2021, Utah. Overall: Overall",2021-06-26
Vermont,State,2,National,58,Vermont,Overall,Overall,1,11,586,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,66.9938,4.2817,71.2755,62.7121,1776,234815,"2020-2021, Vermont. Overall: Overall",2021-06-26
Virgin Islands,State,2,National,59,Virgin Islands,Overall,Overall,1,11,596,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,18.068,3.908,21.976,14.16,449,25686,"2020-2021, Virgin Islands. Overall: Overall",2021-06-26
Virginia,State,2,National,60,Virginia,Overall,Overall,1,11,606,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,64.2377,3.4484,67.6861,60.7892,2358,1519016,"2020-2021, Virginia. Overall: Overall",2021-06-26
Washington,State,2,National,61,Washington,Overall,Overall,1,11,616,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,58.4919,3.8933,62.3853,54.5986,1609,1114172,"2020-2021, Washington. Overall: Overall",2021-06-26
West Virginia,State,2,National,62,West Virginia,Overall,Overall,1,11,626,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,46.865,3.6469,50.5119,43.218,1177,459242,"2020-2021, West Virginia. Overall: Overall",2021-06-26
Wisconsin,State,2,National,63,Wisconsin,Overall,Overall,1,11,636,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,55.2154,4.0619,59.2773,51.1535,923,1872897,"2020-2021, Wisconsin. Overall: Overall",2021-06-26
Wyoming,State,2,National,64,Wyoming,Overall,Overall,1,11,646,2021-02-13,2021,6,7,February Week 2,20,5,2024-02-10,2020-2021,44.3738,4.7632,49.137,39.6106,1081,131733,"2020-2021, Wyoming. Overall: Overall",2021-06-26
National,National,1,National,1,National,Overall,Overall,1,11,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,55.2991,0.7602,56.0593,54.5389,87654,70517115,"2020-2021, National. Overall: Overall",2021-06-26
National,National,1,National,1,National,Race/Ethnicity,"Black, Non-Hispanic",3,32,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,43.5638,1.9061,45.4699,41.6578,8731,9661430,"2020-2021, National. Race/Ethnicity: Black, Non-Hispanic",2021-06-26
National,National,1,National,1,National,Race/Ethnicity,Hispanic,3,33,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,54.5129,1.7693,56.2822,52.7435,17181,18031912,"2020-2021, National. Race/Ethnicity: Hispanic",2021-06-26
National,National,1,National,1,National,Race/Ethnicity,"Other, Non-Hispanic",3,35,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,58.0542,1.8479,59.9021,56.2064,11912,7395394,"2020-2021, National. Race/Ethnicity: Other, Non-Hispanic",2021-06-26
National,National,1,National,1,National,Race/Ethnicity,All Races/Ethnicities,3,31,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,55.2991,0.7602,56.0593,54.5389,87654,70517115,"2020-2021, National. Race/Ethnicity: Overall",2021-06-26
National,National,1,National,1,National,Race/Ethnicity,"White, Non-Hispanic",3,34,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,58.3392,0.9655,59.3047,57.3736,49830,35428377,"2020-2021, National. Race/Ethnicity: White, Non-Hispanic",2021-06-26
National,National,1,National,1,National,Age,6 months-4 years,2,21,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,63.5816,1.3659,64.9475,62.2157,27779,18122797,"2020-2021, National. Age: 6 months-4 years",2021-06-26
National,National,1,National,1,National,Urbanicity,Suburban (MSA Non-Principal City),4,42,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,55.8245,0.8804,56.7048,54.9441,50206,42362346,"2020-2021, National. Urbanicity: Suburban (MSA Non-Principal City)",2021-06-26
National,National,1,National,1,National,Urbanicity,Rural (Non-MSA),4,41,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,47.8996,1.7899,49.6895,46.1097,14025,8411711,"2020-2021, National. Urbanicity: Rural (Non-MSA)",2021-06-26
National,National,1,National,1,National,Urbanicity,Urban MSA Principal City,4,43,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,56.2604,1.3657,57.6261,54.8948,23423,19743057,"2020-2021, National. Urbanicity: Urban MSA Principal City",2021-06-26
National,National,1,National,1,National,Age,13-17 years,2,23,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,47.7782,1.2599,49.0381,46.5183,19322,19640102,"2020-2021, National. Age: 13-17 years",2021-06-26
National,National,1,National,1,National,Age,5-12 years,2,22,17,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,55.271,1.074,56.3451,54.197,40260,32440509,"2020-2021, National. Age: 5-12 years",2021-06-26
Alabama,State,2,National,2,Alabama,Overall,Overall,1,11,27,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,47.6206,3.962,51.5827,43.6586,1031,1730759,"2020-2021, Alabama. Overall: Overall",2021-06-26
Alaska,State,2,National,3,Alaska,Overall,Overall,1,11,37,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,47.5019,4.2166,51.7185,43.2853,1305,429519,"2020-2021, Alaska. Overall: Overall",2021-06-26
Arizona,State,2,National,4,Arizona,Overall,Overall,1,11,47,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,48.2646,3.7595,52.024,44.5051,1407,2666389,"2020-2021, Arizona. Overall: Overall",2021-06-26
Arkansas,State,2,National,5,Arkansas,Overall,Overall,1,11,57,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,53.0532,3.9295,56.9827,49.1237,1761,925974,"2020-2021, Arkansas. Overall: Overall",2021-06-26
California,State,2,National,6,California,Overall,Overall,1,11,67,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,53.2484,2.8157,56.0641,50.4327,3164,7904394,"2020-2021, California. Overall: Overall",2021-06-26
Colorado,State,2,National,7,Colorado,Overall,Overall,1,11,77,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,63.109,4.4981,67.6071,58.611,1306,979307,"2020-2021, Colorado. Overall: Overall",2021-06-26
Connecticut,State,2,National,8,Connecticut,Overall,Overall,1,11,87,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,72.3095,4.1123,76.4219,68.1972,1695,1007669,"2020-2021, Connecticut. Overall: Overall",2021-06-26
Delaware,State,2,National,9,Delaware,Overall,Overall,1,11,97,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,56.1837,4.1887,60.3724,51.9951,1346,283187,"2020-2021, Delaware. Overall: Overall",2021-06-26
District of Columbia,State,2,National,10,District of Columbia,Overall,Overall,1,11,107,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,66.6475,3.4713,70.1188,63.1762,2036,353537,"2020-2021, District of Columbia. Overall: Overall",2021-06-26
Florida,State,2,National,11,Florida,Overall,Overall,1,11,117,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,42.5824,3.2995,45.8819,39.2829,2035,2721322,"2020-2021, Florida. Overall: Overall",2021-06-26
Georgia,State,2,National,12,Georgia,Overall,Overall,1,11,127,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,45.6776,3.5852,49.2627,42.0924,1522,1280223,"2020-2021, Georgia. Overall: Overall",2021-06-26
Guam,State,2,National,13,Guam,Overall,Overall,1,11,137,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,,,,,,,"2020-2021, Guam. Overall: Overall",2021-06-26
Hawaii,State,2,National,14,Hawaii,Overall,Overall,1,11,147,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,56.1212,4.8251,60.9463,51.2961,1357,331444,"2020-2021, Hawaii. Overall: Overall",2021-06-26
Idaho,State,2,National,15,Idaho,Overall,Overall,1,11,157,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,45.3874,4.2393,49.6266,41.1481,1138,231360,"2020-2021, Idaho. Overall: Overall",2021-06-26
Illinois,State,2,National,16,Illinois,Overall,Overall,1,11,167,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,55.6341,2.9113,58.5454,52.7229,2968,4161534,"2020-2021, Illinois. Overall: Overall",2021-06-26
City of Chicago,Local,3,Illinois,17,Illinois,Overall,Overall,1,11,177,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,55.7627,5.0629,60.8255,50.6998,1054,573059,"2020-2021, City of Chicago. Overall: Overall",2021-06-26
Indiana,State,2,National,19,Indiana,Overall,Overall,1,11,197,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,54.0647,4.0845,58.1492,49.9802,1347,1434001,"2020-2021, Indiana. Overall: Overall",2021-06-26
Iowa,State,2,National,20,Iowa,Overall,Overall,1,11,207,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,60.07,4.5573,64.6273,55.5128,1135,1136595,"2020-2021, Iowa. Overall: Overall",2021-06-26
Kansas,State,2,National,21,Kansas,Overall,Overall,1,11,217,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,56.2453,4.5131,60.7584,51.7322,1365,420854,"2020-2021, Kansas. Overall: Overall",2021-06-26
Kentucky,State,2,National,22,Kentucky,Overall,Overall,1,11,227,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,49.0084,3.679,52.6874,45.3293,1634,1605245,"2020-2021, Kentucky. Overall: Overall",2021-06-26
Louisiana,State,2,National,23,Louisiana,Overall,Overall,1,11,237,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,48.237,3.5916,51.8286,44.6453,1819,732751,"2020-2021, Louisiana. Overall: Overall",2021-06-26
Maine,State,2,National,24,Maine,Overall,Overall,1,11,247,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,62.2898,4.4001,66.6899,57.8898,1689,127610,"2020-2021, Maine. Overall: Overall",2021-06-26
Maryland,State,2,National,25,Maryland,Overall,Overall,1,11,257,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,67.104,3.2672,70.3712,63.8368,3515,1598019,"2020-2021, Maryland. Overall: Overall",2021-06-26
Massachusetts,State,2,National,26,Massachusetts,Overall,Overall,1,11,267,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,79.352,4.3257,83.6777,75.0263,1563,744718,"2020-2021, Massachusetts. Overall: Overall",2021-06-26
Michigan,State,2,National,27,Michigan,Overall,Overall,1,11,277,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,52.5009,4.1448,56.6457,48.3561,1546,1687672,"2020-2021, Michigan. Overall: Overall",2021-06-26
Minnesota,State,2,National,28,Minnesota,Overall,Overall,1,11,287,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,60.5373,4.4345,64.9718,56.1028,1685,1461593,"2020-2021, Minnesota. Overall: Overall",2021-06-26
Mississippi,State,2,National,29,Mississippi,Overall,Overall,1,11,297,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,39.5019,3.9033,43.4051,35.5986,1714,839925,"2020-2021, Mississippi. Overall: Overall",2021-06-26
Missouri,State,2,National,30,Missouri,Overall,Overall,1,11,307,2021-02-20,2021,7,7,February Week 3,21,5,2024-02-17,2020-2021,56.2615,3.8683,60.1298,52.3933,2133,1074328,"2020-2021, Missouri. Overall: Overall",2021-06-26
