Geography_Name,geography_level,geography_level_sort_order,parent_geography_name,geography_name_order,State,Demographic_Level,Demographic_Name,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,Month_Week_Order,Week_Ending,MMWR_Year,MMWR_Week,MMWR_Day,Month_Week,MMWRWeek_Display_Order,Month_Display_Order,Current_Season_Week_Ending_Label,Influenza_Season,Point_Estimate,CI_HalfWidth,Upper_CI,Lower_CI,n_unweighted,n_weighted,Legend_Label,Current_Through
National,National,1,National,1,National,Race/Ethnicity,"Other, Non-Hispanic",3,35,146,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,44.7154,3.1013,47.8167,41.6141,2986,7468370,"2019-2020, National. Race/Ethnicity: Other, Non-Hispanic",2020-06-27
National,National,1,National,1,National,Race/Ethnicity,"Black, Non-Hispanic",3,32,146,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,39.4848,3.2011,42.6859,36.2837,2356,9805458,"2019-2020, National. Race/Ethnicity: Black, Non-Hispanic",2020-06-27
Alabama,State,2,National,2,Alabama,Overall,Overall,1,11,246,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,37.1142,3.0748,40.189,34.0394,521,989435,"2019-2020, Alabama. Overall: Overall",2020-06-27
Alaska,State,2,National,3,Alaska,Overall,Overall,1,11,346,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,35.7439,3.3537,39.0976,32.3902,402,403986,"2019-2020, Alaska. Overall: Overall",2020-06-27
Arizona,State,2,National,4,Arizona,Overall,Overall,1,11,446,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,36.5291,6.6387,43.1678,29.8904,439,5153903,"2019-2020, Arizona. Overall: Overall",2020-06-27
Arkansas,State,2,National,5,Arkansas,Overall,Overall,1,11,546,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,45.479,3.122,48.601,42.3571,458,720586,"2019-2020, Arkansas. Overall: Overall",2020-06-27
California,State,2,National,6,California,Overall,Overall,1,11,646,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,41.6635,4.8738,46.5372,36.7897,290,4143751,"2019-2020, California. Overall: Overall",2020-06-27
Colorado,State,2,National,7,Colorado,Overall,Overall,1,11,746,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,45.6709,3.2532,48.924,42.4177,334,422154,"2019-2020, Colorado. Overall: Overall",2020-06-27
Connecticut,State,2,National,8,Connecticut,Overall,Overall,1,11,846,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,52.1491,11.232,63.3811,40.917,282,537390,"2019-2020, Connecticut. Overall: Overall",2020-06-27
Delaware,State,2,National,9,Delaware,Overall,Overall,1,11,946,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,40.1382,2.849,42.9872,37.2892,386,431228,"2019-2020, Delaware. Overall: Overall",2020-06-27
District of Columbia,State,2,National,10,District of Columbia,Overall,Overall,1,11,1046,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,50.6354,6.8804,57.5158,43.7549,502,400415,"2019-2020, District of Columbia. Overall: Overall",2020-06-27
Florida,State,2,National,11,Florida,Overall,Overall,1,11,1146,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,35.9112,6.3545,42.2657,29.5567,633,1165978,"2019-2020, Florida. Overall: Overall",2020-06-27
Georgia,State,2,National,12,Georgia,Overall,Overall,1,11,1246,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,35.1695,2.8978,38.0673,32.2718,518,4281111,"2019-2020, Georgia. Overall: Overall",2020-06-27
Hawaii,State,2,National,13,Hawaii,Overall,Overall,1,11,1346,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,38.637,3.8891,42.5261,34.7479,366,692395,"2019-2020, Hawaii. Overall: Overall",2020-06-27
Idaho,State,2,National,14,Idaho,Overall,Overall,1,11,1446,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,35.7496,6.9427,42.6923,28.8069,232,278582,"2019-2020, Idaho. Overall: Overall",2020-06-27
Illinois,State,2,National,15,Illinois,Overall,Overall,1,11,1546,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,45.6986,5.651,51.3497,40.0476,754,3715931,"2019-2020, Illinois. Overall: Overall",2020-06-27
City of Chicago,Local,3,Illinois,16,Illinois,Overall,Overall,1,11,1646,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,50.5376,4.252,54.7896,46.2857,217,965321,"2019-2020, City of Chicago. Overall: Overall",2020-06-27
Indiana,State,2,National,18,Indiana,Overall,Overall,1,11,1846,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,42.5447,7.054,49.5987,35.4907,385,1180828,"2019-2020, Indiana. Overall: Overall",2020-06-27
Iowa,State,2,National,19,Iowa,Overall,Overall,1,11,1946,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,41.7334,4.327,46.0603,37.4064,311,1088962,"2019-2020, Iowa. Overall: Overall",2020-06-27
Kansas,State,2,National,20,Kansas,Overall,Overall,1,11,2046,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,41.678,4.0229,45.7009,37.6551,460,353675,"2019-2020, Kansas. Overall: Overall",2020-06-27
Kentucky,State,2,National,21,Kentucky,Overall,Overall,1,11,2146,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,40.3153,5.2848,45.6001,35.0304,292,1739890,"2019-2020, Kentucky. Overall: Overall",2020-06-27
Louisiana,State,2,National,22,Louisiana,Overall,Overall,1,11,2246,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,43.0588,6.4685,49.5273,36.5902,782,1306366,"2019-2020, Louisiana. Overall: Overall",2020-06-27
Maine,State,2,National,23,Maine,Overall,Overall,1,11,2346,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,42.0082,7.6606,49.6688,34.3476,311,187660,"2019-2020, Maine. Overall: Overall",2020-06-27
Maryland,State,2,National,24,Maryland,Overall,Overall,1,11,2446,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,53.7112,6.9427,60.6539,46.7685,686,1851771,"2019-2020, Maryland. Overall: Overall",2020-06-27
Massachusetts,State,2,National,25,Massachusetts,Overall,Overall,1,11,2546,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,55.5841,8.9489,64.5329,46.6352,333,1277925,"2019-2020, Massachusetts. Overall: Overall",2020-06-27
Michigan,State,2,National,26,Michigan,Overall,Overall,1,11,2646,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,39.4173,5.6463,45.0636,33.7709,800,2736213,"2019-2020, Michigan. Overall: Overall",2020-06-27
Minnesota,State,2,National,27,Minnesota,Overall,Overall,1,11,2746,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,41.2689,3.0859,44.3548,38.1831,319,1384145,"2019-2020, Minnesota. Overall: Overall",2020-06-27
Mississippi,State,2,National,28,Mississippi,Overall,Overall,1,11,2846,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,34.8715,6.8598,41.7313,28.0117,597,1133952,"2019-2020, Mississippi. Overall: Overall",2020-06-27
Missouri,State,2,National,29,Missouri,Overall,Overall,1,11,2946,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,44.6867,7.0649,51.7516,37.6217,1143,1105377,"2019-2020, Missouri. Overall: Overall",2020-06-27
Montana,State,2,National,30,Montana,Overall,Overall,1,11,3046,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,35.94,3.6535,39.5935,32.2865,403,388934,"2019-2020, Montana. Overall: Overall",2020-06-27
Nebraska,State,2,National,31,Nebraska,Overall,Overall,1,11,3146,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,49.4652,7.462,56.9272,42.0033,358,655986,"2019-2020, Nebraska. Overall: Overall",2020-06-27
Nevada,State,2,National,32,Nevada,Overall,Overall,1,11,3246,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,35.3023,6.572,41.8743,28.7304,441,1328036,"2019-2020, Nevada. Overall: Overall",2020-06-27
New Hampshire,State,2,National,33,New Hampshire,Overall,Overall,1,11,3346,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,46.6909,4.0321,50.723,42.6587,473,419087,"2019-2020, New Hampshire. Overall: Overall",2020-06-27
New Jersey,State,2,National,34,New Jersey,Overall,Overall,1,11,3446,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,47.2041,6.6383,53.8425,40.5658,416,2633864,"2019-2020, New Jersey. Overall: Overall",2020-06-27
New Mexico,State,2,National,35,New Mexico,Overall,Overall,1,11,3546,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,45.8338,4.6474,50.4813,41.1864,636,1007617,"2019-2020, New Mexico. Overall: Overall",2020-06-27
New York,State,2,National,36,New York,Overall,Overall,1,11,3646,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,41.4977,2.4244,43.9221,39.0733,740,3223757,"2019-2020, New York. Overall: Overall",2020-06-27
New York City,Local,3,New York,37,New York,Overall,Overall,1,11,3746,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,42.3985,3.6951,46.0936,38.7034,494,1657587,"2019-2020, New York City. Overall: Overall",2020-06-27
North Carolina,State,2,National,39,North Carolina,Overall,Overall,1,11,3946,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,42.2717,8.8716,51.1433,33.4001,452,1715299,"2019-2020, North Carolina. Overall: Overall",2020-06-27
North Dakota,State,2,National,40,North Dakota,Overall,Overall,1,11,4046,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,47.9362,5.9946,53.9308,41.9417,425,372670,"2019-2020, North Dakota. Overall: Overall",2020-06-27
Ohio,State,2,National,41,Ohio,Overall,Overall,1,11,4146,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,41.7908,6.6287,48.4195,35.1622,412,874191,"2019-2020, Ohio. Overall: Overall",2020-06-27
Oklahoma,State,2,National,42,Oklahoma,Overall,Overall,1,11,4246,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,40.0085,6.0883,46.0967,33.9202,507,1784249,"2019-2020, Oklahoma. Overall: Overall",2020-06-27
Oregon,State,2,National,43,Oregon,Overall,Overall,1,11,4346,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,38.6837,3.7141,42.3978,34.9696,211,1224307,"2019-2020, Oregon. Overall: Overall",2020-06-27
Pennsylvania,State,2,National,44,Pennsylvania,Overall,Overall,1,11,4446,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,48.3254,5.4062,53.7316,42.9193,551,2429240,"2019-2020, Pennsylvania. Overall: Overall",2020-06-27
Philadelphia County,Local,3,Pennsylvania,45,Pennsylvania,Overall,Overall,1,11,4546,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,47.0672,5.6313,52.6985,41.4359,243,1101440,"2019-2020, Philadelphia County. Overall: Overall",2020-06-27
Rhode Island,State,2,National,47,Rhode Island,Overall,Overall,1,11,4746,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,50.6427,5.0335,55.6762,45.6093,303,214009,"2019-2020, Rhode Island. Overall: Overall",2020-06-27
South Carolina,State,2,National,48,South Carolina,Overall,Overall,1,11,4846,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,40.4988,6.1095,46.6083,34.3893,520,1263004,"2019-2020, South Carolina. Overall: Overall",2020-06-27
South Dakota,State,2,National,49,South Dakota,Overall,Overall,1,11,4946,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,55.4662,9.5913,65.0575,45.8748,376,353876,"2019-2020, South Dakota. Overall: Overall",2020-06-27
Tennessee,State,2,National,50,Tennessee,Overall,Overall,1,11,5046,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,46.9737,10.7186,57.6923,36.2551,331,1789474,"2019-2020, Tennessee. Overall: Overall",2020-06-27
Texas,State,2,National,51,Texas,Overall,Overall,1,11,5146,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,43.0029,3.3008,46.3038,39.7021,1971,5536344,"2019-2020, Texas. Overall: Overall",2020-06-27
Bexar County,Local,3,Texas,52,Texas,Overall,Overall,1,11,5246,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,38.0719,3.0797,41.1516,34.9922,385,1106284,"2019-2020, Bexar County. Overall: Overall",2020-06-27
City of Houston,Local,3,Texas,53,Texas,Overall,Overall,1,11,5346,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,43.4104,7.3927,50.8032,36.0177,345,1413805,"2019-2020, City of Houston. Overall: Overall",2020-06-27
Utah,State,2,National,55,Utah,Overall,Overall,1,11,5546,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,41.3529,9.8423,51.1952,31.5106,250,1206557,"2019-2020, Utah. Overall: Overall",2020-06-27
Vermont,State,2,National,56,Vermont,Overall,Overall,1,11,5646,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,45.3207,6.2474,51.5681,39.0732,459,222383,"2019-2020, Vermont. Overall: Overall",2020-06-27
Virginia,State,2,National,57,Virginia,Overall,Overall,1,11,5746,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,50.0629,8.1667,58.2296,41.8961,426,645588,"2019-2020, Virginia. Overall: Overall",2020-06-27
Washington,State,2,National,58,Washington,Overall,Overall,1,11,5846,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,41.771,3.1508,44.9217,38.6202,367,1176298,"2019-2020, Washington. Overall: Overall",2020-06-27
West Virginia,State,2,National,59,West Virginia,Overall,Overall,1,11,5946,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,45.3563,9.3091,54.6654,36.0472,395,623912,"2019-2020, West Virginia. Overall: Overall",2020-06-27
Wisconsin,State,2,National,60,Wisconsin,Overall,Overall,1,11,6046,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,47.7268,7.4881,55.2149,40.2387,484,1567990,"2019-2020, Wisconsin. Overall: Overall",2020-06-27
Wyoming,State,2,National,61,Wyoming,Overall,Overall,1,11,6146,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,38.1644,5.2115,43.3759,32.9528,280,134961,"2019-2020, Wyoming. Overall: Overall",2020-06-27
Puerto Rico,State,2,National,62,Puerto Rico,Overall,Overall,1,11,6246,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,17.9736,2.0724,20.046,15.9012,939,582693,"2019-2020, Puerto Rico. Overall: Overall",2020-06-27
Guam,State,2,National,63,Guam,Overall,Overall,1,11,6346,2019-11-16,2019,46,7,November Week 3,7,2,2023-11-18,2019-2020,,,,,,,"2019-2020, Guam. Overall: Overall",2020-06-27
National,National,1,National,1,National,Race/Ethnicity,All Races/Ethnicities,3,31,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,46.3846,1.4875,47.8721,44.897,28470,71475238,"2019-2020, National. Race/Ethnicity: Overall",2020-06-27
National,National,1,National,1,National,Race/Ethnicity,"Other, Non-Hispanic",3,35,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,47.3101,4.5934,51.9035,42.7167,3451,7470597,"2019-2020, National. Race/Ethnicity: Other, Non-Hispanic",2020-06-27
National,National,1,National,1,National,Race/Ethnicity,"Black, Non-Hispanic",3,32,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,39.4848,3.2011,42.6859,36.2837,2705,9805458,"2019-2020, National. Race/Ethnicity: Black, Non-Hispanic",2020-06-27
National,National,1,National,1,National,Overall,Overall,1,11,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,46.3846,1.4875,47.8721,44.897,28470,71475238,"2019-2020, National. Overall: Overall",2020-06-27
National,National,1,National,1,National,Race/Ethnicity,"White, Non-Hispanic",3,34,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,49.5967,2.2709,51.8676,47.3258,16758,36006394,"2019-2020, National. Race/Ethnicity: White, Non-Hispanic",2020-06-27
National,National,1,National,1,National,Race/Ethnicity,Hispanic,3,33,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,42.0318,2.5904,44.6221,39.4414,5556,18192788,"2019-2020, National. Race/Ethnicity: Hispanic",2020-06-27
National,National,1,National,1,National,Age,6 months-4 years,2,21,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,51.2697,2.3207,53.5903,48.949,9959,17741314,"2019-2020, National. Age: 6 months-4 years",2020-06-27
National,National,1,National,1,National,Urbanicity,Rural (Non-MSA),4,41,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,41.5386,3.8876,45.4263,37.651,5133,11362301,"2019-2020, National. Urbanicity: Rural (Non-MSA)",2020-06-27
National,National,1,National,1,National,Age,13-17 years,2,23,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,38.1528,2.62,40.7728,35.5328,6822,20654201,"2019-2020, National. Age: 13-17 years",2020-06-27
National,National,1,National,1,National,Age,5-12 years,2,22,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,47.6591,2.2173,49.8763,45.4418,11661,32663143,"2019-2020, National. Age: 5-12 years",2020-06-27
National,National,1,National,1,National,Urbanicity,Urban MSA Principal City,4,43,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,47.3253,2.9018,50.2271,44.4235,7303,19151442,"2019-2020, National. Urbanicity: Urban MSA Principal City",2020-06-27
National,National,1,National,1,National,Urbanicity,Suburban (MSA Non-Principal City),4,42,147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,46.0542,1.7704,47.8246,44.2839,16034,40961495,"2019-2020, National. Urbanicity: Suburban (MSA Non-Principal City)",2020-06-27
Alabama,State,2,National,2,Alabama,Overall,Overall,1,11,247,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,37.1142,3.0748,40.189,34.0394,579,1353529,"2019-2020, Alabama. Overall: Overall",2020-06-27
Alaska,State,2,National,3,Alaska,Overall,Overall,1,11,347,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,39.4131,5.1626,44.5757,34.2505,494,458870,"2019-2020, Alaska. Overall: Overall",2020-06-27
Arizona,State,2,National,4,Arizona,Overall,Overall,1,11,447,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,43.2204,8.6347,51.8551,34.5856,499,4962062,"2019-2020, Arizona. Overall: Overall",2020-06-27
Arkansas,State,2,National,5,Arkansas,Overall,Overall,1,11,547,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,45.479,3.122,48.601,42.3571,575,838553,"2019-2020, Arkansas. Overall: Overall",2020-06-27
California,State,2,National,6,California,Overall,Overall,1,11,647,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,41.6635,4.8738,46.5372,36.7897,344,4355838,"2019-2020, California. Overall: Overall",2020-06-27
Colorado,State,2,National,7,Colorado,Overall,Overall,1,11,747,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,45.6709,3.2532,48.924,42.4177,380,893365,"2019-2020, Colorado. Overall: Overall",2020-06-27
Connecticut,State,2,National,8,Connecticut,Overall,Overall,1,11,847,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,52.6209,11.0229,63.6438,41.598,315,503247,"2019-2020, Connecticut. Overall: Overall",2020-06-27
Delaware,State,2,National,9,Delaware,Overall,Overall,1,11,947,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,40.1382,2.849,42.9872,37.2892,421,303783,"2019-2020, Delaware. Overall: Overall",2020-06-27
District of Columbia,State,2,National,10,District of Columbia,Overall,Overall,1,11,1047,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,50.6354,6.8804,57.5158,43.7549,561,539308,"2019-2020, District of Columbia. Overall: Overall",2020-06-27
Florida,State,2,National,11,Florida,Overall,Overall,1,11,1147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,39.9093,9.7434,49.6526,30.1659,723,1554966,"2019-2020, Florida. Overall: Overall",2020-06-27
Georgia,State,2,National,12,Georgia,Overall,Overall,1,11,1247,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,35.1695,2.8978,38.0673,32.2718,572,3113628,"2019-2020, Georgia. Overall: Overall",2020-06-27
Hawaii,State,2,National,13,Hawaii,Overall,Overall,1,11,1347,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,42.6143,10.4794,53.0937,32.1349,406,576441,"2019-2020, Hawaii. Overall: Overall",2020-06-27
Idaho,State,2,National,14,Idaho,Overall,Overall,1,11,1447,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,35.7496,6.9427,42.6923,28.8069,269,371790,"2019-2020, Idaho. Overall: Overall",2020-06-27
Illinois,State,2,National,15,Illinois,Overall,Overall,1,11,1547,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,45.6986,5.651,51.3497,40.0476,857,3366682,"2019-2020, Illinois. Overall: Overall",2020-06-27
City of Chicago,Local,3,Illinois,16,Illinois,Overall,Overall,1,11,1647,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,50.5376,4.252,54.7896,46.2857,239,691872,"2019-2020, City of Chicago. Overall: Overall",2020-06-27
Indiana,State,2,National,18,Indiana,Overall,Overall,1,11,1847,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,43.6867,10.7327,54.4193,32.954,425,924295,"2019-2020, Indiana. Overall: Overall",2020-06-27
Iowa,State,2,National,19,Iowa,Overall,Overall,1,11,1947,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,48.5708,8.6947,57.2655,39.8762,372,1051788,"2019-2020, Iowa. Overall: Overall",2020-06-27
Kansas,State,2,National,20,Kansas,Overall,Overall,1,11,2047,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,48.1032,8.5623,56.6654,39.5409,516,710117,"2019-2020, Kansas. Overall: Overall",2020-06-27
Kentucky,State,2,National,21,Kentucky,Overall,Overall,1,11,2147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,40.3153,5.2848,45.6001,35.0304,329,1433067,"2019-2020, Kentucky. Overall: Overall",2020-06-27
Louisiana,State,2,National,22,Louisiana,Overall,Overall,1,11,2247,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,43.0588,6.4685,49.5273,36.5902,930,1533803,"2019-2020, Louisiana. Overall: Overall",2020-06-27
Maine,State,2,National,23,Maine,Overall,Overall,1,11,2347,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,50.7777,12.8465,63.6242,37.9312,373,373918,"2019-2020, Maine. Overall: Overall",2020-06-27
Maryland,State,2,National,24,Maryland,Overall,Overall,1,11,2447,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,60.0234,9.5314,69.5548,50.492,765,1598473,"2019-2020, Maryland. Overall: Overall",2020-06-27
Massachusetts,State,2,National,25,Massachusetts,Overall,Overall,1,11,2547,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,55.5841,8.9489,64.5329,46.6352,388,1236299,"2019-2020, Massachusetts. Overall: Overall",2020-06-27
Michigan,State,2,National,26,Michigan,Overall,Overall,1,11,2647,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,41.5377,8.9677,50.5054,32.5701,941,3072714,"2019-2020, Michigan. Overall: Overall",2020-06-27
Minnesota,State,2,National,27,Minnesota,Overall,Overall,1,11,2747,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,41.519,3.1494,44.6685,38.3696,366,1519337,"2019-2020, Minnesota. Overall: Overall",2020-06-27
Mississippi,State,2,National,28,Mississippi,Overall,Overall,1,11,2847,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,34.8715,6.8598,41.7313,28.0117,706,1274169,"2019-2020, Mississippi. Overall: Overall",2020-06-27
Missouri,State,2,National,29,Missouri,Overall,Overall,1,11,2947,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,44.6867,7.0649,51.7516,37.6217,1249,907423,"2019-2020, Missouri. Overall: Overall",2020-06-27
Montana,State,2,National,30,Montana,Overall,Overall,1,11,3047,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,35.94,3.6535,39.5935,32.2865,470,351087,"2019-2020, Montana. Overall: Overall",2020-06-27
Nebraska,State,2,National,31,Nebraska,Overall,Overall,1,11,3147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,49.4652,7.462,56.9272,42.0033,410,534673,"2019-2020, Nebraska. Overall: Overall",2020-06-27
Nevada,State,2,National,32,Nevada,Overall,Overall,1,11,3247,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,35.3023,6.572,41.8743,28.7304,519,1423742,"2019-2020, Nevada. Overall: Overall",2020-06-27
New Hampshire,State,2,National,33,New Hampshire,Overall,Overall,1,11,3347,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,46.6909,4.0321,50.723,42.6587,520,312731,"2019-2020, New Hampshire. Overall: Overall",2020-06-27
New Jersey,State,2,National,34,New Jersey,Overall,Overall,1,11,3447,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,47.2041,6.6383,53.8425,40.5658,454,1521703,"2019-2020, New Jersey. Overall: Overall",2020-06-27
New Mexico,State,2,National,35,New Mexico,Overall,Overall,1,11,3547,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,45.8338,4.6474,50.4813,41.1864,883,1449213,"2019-2020, New Mexico. Overall: Overall",2020-06-27
New York,State,2,National,36,New York,Overall,Overall,1,11,3647,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,41.4977,2.4244,43.9221,39.0733,868,4335919,"2019-2020, New York. Overall: Overall",2020-06-27
New York City,Local,3,New York,37,New York,Overall,Overall,1,11,3747,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,42.3985,3.6951,46.0936,38.7034,571,1648697,"2019-2020, New York City. Overall: Overall",2020-06-27
North Carolina,State,2,National,39,North Carolina,Overall,Overall,1,11,3947,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,49.3537,16.5903,65.944,32.7634,509,1811669,"2019-2020, North Carolina. Overall: Overall",2020-06-27
North Dakota,State,2,National,40,North Dakota,Overall,Overall,1,11,4047,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,47.9362,5.9946,53.9308,41.9417,474,318906,"2019-2020, North Dakota. Overall: Overall",2020-06-27
Ohio,State,2,National,41,Ohio,Overall,Overall,1,11,4147,2019-11-23,2019,47,7,November Week 4,8,2,2023-11-25,2019-2020,41.7908,6.6287,48.4195,35.1622,462,1248326,"2019-2020, Ohio. Overall: Overall",2020-06-27
